Entity,Code,Year,consumption_per_capita,production_per_capita
Slovenia,SVN,1997.0,43.4,39.7
Slovenia,SVN,1998.0,45.4,39.6
Slovenia,SVN,1999.0,48.6,40.4
Slovenia,SVN,2000.0,44.4,39.0
Slovenia,SVN,2001.0,42.8,39.3
Slovenia,SVN,2002.0,43.8,40.6
Slovenia,SVN,2003.0,47.7,43.0
Slovenia,SVN,2004.0,49.4,44.7
Slovenia,SVN,2005.0,50.7,45.0
Slovenia,SVN,2006.0,50.1,43.900000000000006
Slovenia,SVN,2007.0,51.3,44.4
Slovenia,SVN,2008.0,55.9,47.8
Slovenia,SVN,2009.0,49.2,42.5
Slovenia,SVN,2010.0,48.5,42.3
Slovenia,SVN,2011.0,47.4,41.0
Slovenia,SVN,2012.0,46.1,40.7
Slovenia,SVN,2013.0,42.9,38.1
Slovenia,SVN,2014.0,41.2,36.900000000000006
Slovenia,SVN,2015.0,42.6,37.4
Slovenia,SVN,2016.0,40.8,37.8
Slovenia,SVN,2017.0,42.5,40.1
Slovenia,SVN,2018.0,45.8,42.3
Slovenia,SVN,2019.0,51.2,48.1
Slovenia,SVN,2020.0,49.9,46.5
South Africa,ZAF,1995.0,25.9,28.0
South Africa,ZAF,1996.0,22.4,28.5
South Africa,ZAF,1997.0,22.7,29.4
South Africa,ZAF,1998.0,23.5,30.800000000000004
South Africa,ZAF,1999.0,21.8,28.4
South Africa,ZAF,2000.0,20.4,28.6
South Africa,ZAF,2001.0,18.9,27.1
South Africa,ZAF,2002.0,17.6,25.9
South Africa,ZAF,2003.0,22.0,28.9
South Africa,ZAF,2004.0,24.6,30.9
South Africa,ZAF,2005.0,23.7,29.8
South Africa,ZAF,2006.0,24.2,30.3
South Africa,ZAF,2007.0,25.8,31.6
South Africa,ZAF,2008.0,25.4,33.5
South Africa,ZAF,2009.0,27.1,33.300000000000004
South Africa,ZAF,2010.0,24.2,30.7
South Africa,ZAF,2011.0,25.1,31.2
South Africa,ZAF,2012.0,22.8,28.7
South Africa,ZAF,2013.0,21.8,28.1
South Africa,ZAF,2014.0,21.4,28.8
South Africa,ZAF,2015.0,21.3,27.8
South Africa,ZAF,2016.0,21.7,29.0
South Africa,ZAF,2017.0,17.8,27.2
South Africa,ZAF,2018.0,17.3,24.9
South Africa,ZAF,2019.0,21.8,30.6
South Africa,ZAF,2020.0,21.8,31.5
South Korea,KOR,1995.0,41.9,41.1
South Korea,KOR,1996.0,46.7,43.3
South Korea,KOR,1997.0,45.4,46.0
South Korea,KOR,1998.0,32.1,41.7
South Korea,KOR,1999.0,39.400000000000006,45.0
South Korea,KOR,2000.0,43.0,48.4
South Korea,KOR,2001.0,42.7,48.3
South Korea,KOR,2002.0,45.6,49.5
South Korea,KOR,2003.0,46.8,51.0
South Korea,KOR,2004.0,48.2,53.0
South Korea,KOR,2005.0,48.7,52.3
South Korea,KOR,2006.0,53.6,55.4
South Korea,KOR,2007.0,52.6,54.9
South Korea,KOR,2008.0,50.7,56.4
South Korea,KOR,2009.0,46.5,56.7
South Korea,KOR,2010.0,53.0,62.10000000000001
South Korea,KOR,2011.0,53.1,63.3
South Korea,KOR,2012.0,52.2,63.5
South Korea,KOR,2013.0,51.5,63.7
South Korea,KOR,2014.0,54.5,65.4
South Korea,KOR,2015.0,55.2,67.19999999999999
South Korea,KOR,2016.0,52.5,64.1
South Korea,KOR,2017.0,58.9,68.0
South Korea,KOR,2018.0,58.9,66.69999999999999
South Korea,KOR,2019.0,59.3,66.3
South Korea,KOR,2020.0,59.8,66.4
Spain,ESP,1995.0,33.800000000000004,31.2
Spain,ESP,1996.0,34.5,30.5
Spain,ESP,1997.0,34.0,31.7
Spain,ESP,1998.0,37.4,33.9
Spain,ESP,1999.0,39.5,35.4
Spain,ESP,2000.0,41.5,36.8
Spain,ESP,2001.0,41.2,36.7
Spain,ESP,2002.0,42.7,38.0
Spain,ESP,2003.0,43.5,38.0
Spain,ESP,2004.0,45.4,38.7
Spain,ESP,2005.0,47.3,39.9
Spain,ESP,2006.0,46.9,39.0
Spain,ESP,2007.0,46.8,38.0
Spain,ESP,2008.0,45.3,37.3
Spain,ESP,2009.0,38.7,33.7
Spain,ESP,2010.0,37.7,33.599999999999994
Spain,ESP,2011.0,35.6,32.5
Spain,ESP,2012.0,30.1,28.9
Spain,ESP,2013.0,27.5,26.5
Spain,ESP,2014.0,30.4,28.5
Spain,ESP,2015.0,31.3,29.8
Spain,ESP,2016.0,30.7,29.8
Spain,ESP,2017.0,31.8,31.4
Spain,ESP,2018.0,34.8,33.1
Spain,ESP,2019.0,33.2,32.4
Spain,ESP,2020.0,33.800000000000004,32.8
Sweden,SWE,1995.0,65.0,63.7
Sweden,SWE,1996.0,66.4,67.19999999999999
Sweden,SWE,1997.0,65.6,65.4
Sweden,SWE,1998.0,70.6,67.89999999999999
Sweden,SWE,1999.0,67.7,64.6
Sweden,SWE,2000.0,69.6,62.5
Sweden,SWE,2001.0,68.7,65.1
Sweden,SWE,2002.0,64.30000000000001,63.8
Sweden,SWE,2003.0,69.3,67.5
Sweden,SWE,2004.0,67.7,66.9
Sweden,SWE,2005.0,67.7,64.9
Sweden,SWE,2006.0,61.60000000000001,60.3
Sweden,SWE,2007.0,64.39999999999999,60.1
Sweden,SWE,2008.0,65.3,61.50000000000001
Sweden,SWE,2009.0,56.3,55.4
Sweden,SWE,2010.0,60.5,57.8
Sweden,SWE,2011.0,63.3,57.8
Sweden,SWE,2012.0,61.4,57.2
Sweden,SWE,2013.0,62.9,58.3
Sweden,SWE,2014.0,60.8,56.8
Sweden,SWE,2015.0,59.1,56.0
Sweden,SWE,2016.0,58.7,55.6
Sweden,SWE,2017.0,59.7,58.0
Sweden,SWE,2018.0,59.9,57.9
Sweden,SWE,2019.0,57.0,56.9
Sweden,SWE,2020.0,57.3,57.1
Switzerland,CHE,1995.0,72.7,46.0
Switzerland,CHE,1996.0,72.2,47.5
Switzerland,CHE,1997.0,73.7,48.0
Switzerland,CHE,1998.0,75.1,49.2
Switzerland,CHE,1999.0,73.6,48.1
Switzerland,CHE,2000.0,71.4,47.8
Switzerland,CHE,2001.0,70.6,47.8
Switzerland,CHE,2002.0,71.60000000000001,47.0
Switzerland,CHE,2003.0,69.7,47.2
Switzerland,CHE,2004.0,66.9,48.0
Switzerland,CHE,2005.0,70.6,46.2
Switzerland,CHE,2006.0,67.3,45.6
Switzerland,CHE,2007.0,60.4,41.2
Switzerland,CHE,2008.0,64.7,43.3
Switzerland,CHE,2009.0,63.8,43.5
Switzerland,CHE,2010.0,66.0,41.0
Switzerland,CHE,2011.0,71.9,39.3
Switzerland,CHE,2012.0,68.2,39.8
Switzerland,CHE,2013.0,70.4,40.4
Switzerland,CHE,2014.0,60.7,38.1
Switzerland,CHE,2015.0,61.50000000000001,36.8
Switzerland,CHE,2016.0,59.2,33.7
Switzerland,CHE,2017.0,54.3,32.9
Switzerland,CHE,2018.0,53.2,32.1
Switzerland,CHE,2019.0,54.2,32.6
Switzerland,CHE,2020.0,53.4,31.8
Turkey,TUR,1995.0,13.5,12.4
Turkey,TUR,1996.0,17.200000000000003,13.3
Turkey,TUR,1997.0,15.8,13.6
Turkey,TUR,1998.0,16.0,13.7
Turkey,TUR,1999.0,15.400000000000002,13.2
Turkey,TUR,2000.0,16.7,14.1
Turkey,TUR,2001.0,13.2,12.8
Turkey,TUR,2002.0,14.5,13.3
Turkey,TUR,2003.0,16.3,14.0
Turkey,TUR,2004.0,17.099999999999998,14.1
Turkey,TUR,2005.0,18.5,14.8
Turkey,TUR,2006.0,20.0,16.099999999999998
Turkey,TUR,2007.0,21.7,17.200000000000003
Turkey,TUR,2008.0,21.2,16.900000000000002
Turkey,TUR,2009.0,18.9,16.5
Turkey,TUR,2010.0,21.1,17.3
Turkey,TUR,2011.0,22.6,18.0
Turkey,TUR,2012.0,22.6,18.6
Turkey,TUR,2013.0,22.4,18.0
Turkey,TUR,2014.0,22.0,18.2
Turkey,TUR,2015.0,22.9,19.5
Turkey,TUR,2016.0,21.6,19.0
Turkey,TUR,2017.0,21.7,18.5
Turkey,TUR,2018.0,18.4,16.5
Turkey,TUR,2019.0,18.3,17.0
Turkey,TUR,2020.0,20.5,18.6
United Kingdom,GBR,1995.0,49.2,42.3
United Kingdom,GBR,1996.0,51.400000000000006,44.7
United Kingdom,GBR,1997.0,52.7,44.8
United Kingdom,GBR,1998.0,54.7,45.2
United Kingdom,GBR,1999.0,53.6,43.900000000000006
United Kingdom,GBR,2000.0,55.0,44.2
United Kingdom,GBR,2001.0,55.3,44.0
United Kingdom,GBR,2002.0,54.0,42.2
United Kingdom,GBR,2003.0,55.9,43.1
United Kingdom,GBR,2004.0,58.6,44.8
United Kingdom,GBR,2005.0,57.8,44.2
United Kingdom,GBR,2006.0,56.7,42.1
United Kingdom,GBR,2007.0,53.2,38.8
United Kingdom,GBR,2008.0,50.9,38.8
United Kingdom,GBR,2009.0,44.8,36.7
United Kingdom,GBR,2010.0,46.6,37.1
United Kingdom,GBR,2011.0,43.5,34.0
United Kingdom,GBR,2012.0,46.7,37.9
United Kingdom,GBR,2013.0,46.3,37.8
United Kingdom,GBR,2014.0,47.7,37.4
United Kingdom,GBR,2015.0,50.2,39.1
United Kingdom,GBR,2016.0,43.1,34.0
United Kingdom,GBR,2017.0,41.2,32.7
United Kingdom,GBR,2018.0,44.4,35.4
United Kingdom,GBR,2019.0,45.2,36.1
United Kingdom,GBR,2020.0,45.8,36.4
United States,USA,1995.0,93.9,90.2
United States,USA,1996.0,95.2,91.4
United States,USA,1997.0,94.8,90.8
United States,USA,1998.0,99.1,92.0
United States,USA,1999.0,98.8,91.2
United States,USA,2000.0,101.125,91.9
United States,USA,2001.0,103.078,93.5
United States,USA,2002.0,101.412,90.2
United States,USA,2003.0,101.261,90.0
United States,USA,2004.0,103.176,91.2
United States,USA,2005.0,104.512,91.0
United States,USA,2006.0,104.364,90.7
United States,USA,2007.0,100.994,89.5
United States,USA,2008.0,97.1,87.10000000000001
United States,USA,2009.0,92.1,83.7
United States,USA,2010.0,91.0,83.1
United States,USA,2011.0,89.7,82.10000000000001
United States,USA,2012.0,87.0,79.9
United States,USA,2013.0,85.6,78.6
United States,USA,2014.0,89.4,81.4
United States,USA,2015.0,91.0,80.7
United States,USA,2016.0,86.60000000000001,77.3
United States,USA,2017.0,91.7,81.8
United States,USA,2018.0,92.3,81.69999999999999
United States,USA,2019.0,95.8,85.7
United States,USA,2020.0,97.3,86.7
